id_cliente;nome;email;ddd;telefone;estado;regiao;codigo_uf
49;Raysa;raysa@hotmail.com;21;979900000;Alagoas;Nordeste;27
50;Osmana;osmana@hotmail.com;12;981600000;Tocantins;Norte;17
51;Ezequiel;ezequiel@gmail.com;51;999800000;Santa Catarina;Sul;42
52;Valeria;valeria@gmail.com;11;991800000;Mato Grosso;Centro-Oeste;51
53;Kevin;kevin@gmail.com;71;982100000;Rio de Janeiro;Sudeste;33
54;Ivanise;ivanise@hotmail.com;21;996900000;Amazonas;Norte;13
55;Milene;milene@gmail.com;11;960900000;Maranhão;Nordeste;21
56;Mauricio;mauricio@outlook.com;11;990100000;Distrito Federal;Centro-Oeste;53
57;Sales;sales@hotmail.com;95;981000000;Mato Grosso;Centro-Oeste;51
58;Welington;welington@hotmail.com;33;999400000;Amazonas;Norte;13
59;Carpeggiane;carpeggiane@gmail.com;69;996000000;Mato Grosso do Sul;Centro-Oeste;50
60;Kaliany;kaliany@gmail.com;19;988400000;Goiás;Centro-Oeste;52
61;Edison;edison@gmail.com;19;994000000;Acre;Norte;12
62;Tamires;tamires@gmail.com;85;991400000;Acre;Norte;12
63;Sergio;sergio@gmail.com;31;998000000;Rio Grande do Sul;Sul;43
64;Euler;euler@gmail.com;16;991100000;Goiás;Centro-Oeste;52
65;Wallysson;wallysson@hotmail.com;62;982800000;Amapá;Norte;16
66;Isabela;isabela@gmail.com;15;998200000;Pernambuco;Nordeste;26
67;Axel;axel@hotmail.com;19;983000000;Distrito Federal;Centro-Oeste;53
68;Irineu;irineu@yahoo.com.br;19;992200000;Rio de Janeiro;Sudeste;33
69;Selma;selma@gmail.com;31;999400000;Tocantins;Norte;17
70;Jackeline;jackeline@hotmail.com;11;961500000;Rondônia;Norte;11
71;Joan;joan@gmail.com;18;996500000;Roraima;Norte;14
72;Iris;iris@hotmail.com;92;993000000;Acre;Norte;12
73;Theotonio;theotonio@uol.com.br;19;981900000;Distrito Federal;Centro-Oeste;53
74;Magda;magda@gmail.com;47;996600000;Tocantins;Norte;17
75;Herivelton;herivelton@gmail.com;85;987200000;Amazonas;Norte;13
76;Celina;celina@gmail.com;11;970600000;Piauí;Nordeste;22
77;Elyndiana;elyndiana@gmail.com;98;989100000;Amazonas;Norte;13
78;Pablo;pablo@hotmail.com;77;991700000;Pará;Norte;15
79;Roni;roni@hotmail.com;27;998500000;Santa Catarina;Sul;42
80;Joana;joana@hotmail.com;48;988000000;Bahia;Nordeste;29
81;Luiza;luiza@hotmail.com;21;976200000;Rio Grande do Sul;Sul;43
82;Nicole;nicole@hotmail.com;11;940000000;Rio Grande do Sul;Sul;43
83;Monalisa;monalisa@gmail.com;21;970400000;Rio Grande do Norte;Nordeste;24
84;Ederson;ederson@hotmail.com;18;996800000;Rio Grande do Norte;Nordeste;24
85;Danielly;danielly@live.com;71;992300000;Rio Grande do Norte;Nordeste;24
86;Gleicia;gleicia@gmail.com;11;964400000;Maranhão;Nordeste;21
87;Shiguenori;shiguenori@hotmail.com;11;983700000;Roraima;Norte;14
88;Aldenize;aldenize@gmail.com;92;992300000;Rio de Janeiro;Sudeste;33
89;Gesio;gesio@gmail.com;28;999800000;Espírito Santo;Sudeste;32
90;Luciana;luciana@gmail.com;11;999900000;Acre;Norte;12
91;Adalto;adalto@gmail.com;65;996700000;Paraná;Sul;41
92;Sileno;sileno@gmail.com;83;998400000;Tocantins;Norte;17
93;Neimar;neimar@gmail.com;28;999000000;Minas Gerais;Sudeste;31
94;Anthonione;anthonione@hotmail.com;11;963400000;Minas Gerais;Sudeste;31
95;Lukas;lukas@hotmail.com;41;991300000;Paraná;Sul;41
96;Sulzana;sulzana@gmail.com;12;991400000;Paraná;Sul;41
97;Cesar;cesar@gmail.com;34;992400000;Rondônia;Norte;11
98;Raiana;raiana@yahoo.com.br;11;973800000;Rio de Janeiro;Sudeste;33
99;Welder;welder@gmail.com;15;996700000;Goiás;Centro-Oeste;52
100;Eric;eric@hotmail.com;22;981200000;Paraná;Sul;41
101;Karolaine;karolaine@gmail.com;92;995100000;Rondônia;Norte;11
102;Baltazar;baltazar@hotmail.com;64;993300000;Acre;Norte;12
103;Isadora;isadora@hotmail.com;41;992600000;Amazonas;Norte;13
104;Johnatan;johnatan@gmail.com;31;983100000;Bahia;Nordeste;29
105;Rosângela;rosangela@gmail.com;12;982100000;Amapá;Norte;16
106;Marcelo;marcelo@gmail.com;12;991400000;Alagoas;Nordeste;27
107;Andrezza;andrezza@gmail.com;17;996700000;Rio de Janeiro;Sudeste;33
108;Jussiane;jussiane@gmail.com;71;997000000;Roraima;Norte;14
109;Thaiz;thaiz@gmail.com;21;979100000;Santa Catarina;Sul;42
110;Karla;karla@outlook.com;79;991200000;Tocantins;Norte;17
111;Bianca;bianca@gmail.com;21;992500000;Rondônia;Norte;11
112;Rebeka;rebeka@gmail.com;21;994500000;Pernambuco;Nordeste;26
113;Gislene;gislene@hotmail.com;11;947300000;Paraíba;Nordeste;25
114;Allisson;allisson@gmail.com;85;999000000;Paraná;Sul;41
115;Tairine;tairine@hotmail.com;31;986000000;Alagoas;Nordeste;27
116;Amanda;amanda@hotmail.com;31;994600000;Minas Gerais;Sudeste;31
117;Enrique;enrique@hotmail.com;11;998700000;Alagoas;Nordeste;27
118;Poliana;poliana@outlook.com;11;951200000;Mato Grosso do Sul;Centro-Oeste;50
119;Naelson;naelson@gmail.com;11;954700000;Goiás;Centro-Oeste;52
120;Washington;washington@gmail.com;16;992600000;Goiás;Centro-Oeste;52
121;Girlane;girlane@gmail.com;51;996100000;Espírito Santo;Sudeste;32
122;Nícolas;nicolas@hotmail.com;11;964700000;Paraná;Sul;41
123;Nayara;nayara@gmail.com;31;987700000;São Paulo;Sudeste;35
124;Jheniffer;jheniffer@hotmail.com;24;993000000;Piauí;Nordeste;22
125;Francisco;francisco@hotmail.com;89;999200000;Bahia;Nordeste;29
126;Lindivaldo;lindivaldo@hotmail.com;83;991800000;Rio de Janeiro;Sudeste;33
127;Yara;yara@hotmail.com;15;997000000;Ceará;Nordeste;23
128;Claudia;claudia@hotmail.com;11;994800000;Paraná;Sul;41
129;Phillippi;phillippi@gmail.com;21;992600000;Sergipe;Nordeste;28
130;Renata;renata@gmail.com;55;996600000;Espírito Santo;Sudeste;32
131;Geiza;geiza@hotmail.com;71;987900000;Tocantins;Norte;17
132;Adelone;adelone@gmail.com;34;988500000;Roraima;Norte;14
133;Evelyn;evelyn@hotmail.com;91;982000000;Rio Grande do Sul;Sul;43
134;Tamy;tamy@gmail.com;11;998400000;Pernambuco;Nordeste;26
135;Alichele;alichele@gmail.com;71;982100000;Acre;Norte;12
136;Isabella;isabella@gmail.com;31;971200000;Bahia;Nordeste;29
137;Fabricia;fabricia@gmail.com;31;995100000;Mato Grosso;Centro-Oeste;51
138;Ijoel;ijoel@hotmail.com;11;998500000;Paraíba;Nordeste;25
139;Cinthia;cinthia@hotmail.com;21;994700000;Piauí;Nordeste;22
140;Valdinar;valdinar@yahoo.com.br;94;992600000;Roraima;Norte;14
141;Sílvia;silvia@gmail.com;83;999000000;Rio de Janeiro;Sudeste;33
142;Nicicley;nicicley@yahoo.com.br;21;993100000;Tocantins;Norte;17
143;Nildomar;nildomar@gmail.com;11;998700000;Maranhão;Nordeste;21
144;Tayna;tayna@hotmail.com;41;992800000;Sergipe;Nordeste;28
145;Albino;albino@gmail.com;22;999400000;Roraima;Norte;14
146;Lane;lane@hotmail.com;21;997900000;São Paulo;Sudeste;35
147;Bernardo;bernardo@hotmail.com;21;995800000;Goiás;Centro-Oeste;52
148;Dayane;dayane@hotmail.com;31;971100000;Alagoas;Nordeste;27
149;Estevan;estevan@hotmail.com;11;998100000;Santa Catarina;Sul;42
150;Marcel;marcel@outlook.com;11;984000000;Acre;Norte;12
151;Otto;otto@gmail.com;82;999900000;Rio de Janeiro;Sudeste;33
152;Cassiana;cassiana@gmail.com;54;984300000;Maranhão;Nordeste;21
153;Jocimar;jocimar@gmail.com;71;992700000;Rio de Janeiro;Sudeste;33
154;Jobel;jobel@gmail.com;11;944500000;Rondônia;Norte;11
155;Vitoriana;vitoriana@gmail.com;11;949600000;Piauí;Nordeste;22
156;Claudilene;claudilene@gmail.com;65;993000000;Acre;Norte;12
157;Veruska;veruska@hotmail.com;11;971700000;Espírito Santo;Sudeste;32
158;Valmirim;valmirim@gmail.com;61;982200000;Amapá;Norte;16
159;Lilia;lilia@yahoo.com.br;11;984800000;Mato Grosso do Sul;Centro-Oeste;50
160;Erley;erley@gmail.com;64;981200000;Acre;Norte;12
161;Eleonora;eleonora@gmail.com;11;977000000;Rondônia;Norte;11
162;Rafaela;rafaela@gmail.com;11;993200000;Rio Grande do Norte;Nordeste;24
163;Mariana;mariana@hotmail.com;46;999800000;Mato Grosso do Sul;Centro-Oeste;50
164;Jesianne;jesianne@hotmail.com;27;998400000;Amazonas;Norte;13
165;Andre;andre@gmail.com;27;999700000;Paraíba;Nordeste;25
166;Dieizon;dieizon@gmail.com;41;992000000;Pernambuco;Nordeste;26
167;Ayrton;ayrton@gmail.com;11;966900000;Rio Grande do Sul;Sul;43
168;Daniel;daniel@gmail.com;21;992200000;Paraná;Sul;41
169;Fernanda;fernanda@yahoo.com.br;21;997900000;Tocantins;Norte;17
170;Elza;elza@hotmail.com;11;963400000;Distrito Federal;Centro-Oeste;53
171;Agnaldo;agnaldo@yahoo.com.br;16;991200000;Tocantins;Norte;17
172;Vilcelino;vilcelino@hotmail.com;73;981900000;Rio de Janeiro;Sudeste;33
173;Celio;celio@yahoo.com.br;31;997600000;Distrito Federal;Centro-Oeste;53
174;Lizandra;lizandra@gmail.com;41;998500000;São Paulo;Sudeste;35
175;Robson;robson@gmail.com;11;957900000;Amapá;Norte;16
176;Romeu;romeu@hotmail.com;11;998500000;Piauí;Nordeste;22
177;Cleusa;cleusa@gmail.com;11;996900000;Amapá;Norte;16
178;Gessika;gessika@outlook.com;81;998700000;Mato Grosso;Centro-Oeste;51
179;Alicia;alicia@outlook.com;11;983700000;Espírito Santo;Sudeste;32
180;Mykael;mykael@gmail.com;85;999400000;Tocantins;Norte;17
181;Perla;perla@hotmail.com;21;974100000;Distrito Federal;Centro-Oeste;53
182;Julien;julien@gmail.com;11;985900000;Amapá;Norte;16
183;Valesca;valesca@gmail.com;21;973000000;Sergipe;Nordeste;28
184;Urbano;urbano@hotmail.com;37;991900000;Bahia;Nordeste;29
185;Beatriz;beatriz@gmail.com;21;998800000;Goiás;Centro-Oeste;52
186;Quezia;quezia@outlook.com;75;992400000;Rio Grande do Norte;Nordeste;24
187;Marlon;marlon@outlook.com;46;999400000;Amapá;Norte;16
188;Jeremias;jeremias@gmail.com;96;991500000;Paraná;Sul;41
189;Weslei;weslei@gmail.com;11;948100000;Goiás;Centro-Oeste;52
190;Jamile;jamile@hotmail.com;71;991400000;Rio Grande do Norte;Nordeste;24
191;Gesiel;gesiel@hotmail.com;61;992100000;Sergipe;Nordeste;28
192;Edson;edson@gmail.com;55;999500000;Acre;Norte;12
193;Olivier;olivier@hotmail.com;22;997200000;Bahia;Nordeste;29
194;Wilmar;wilmar@hotmail.com;38;998700000;Paraíba;Nordeste;25
195;Janes;janes@gmail.com;98;981000000;Piauí;Nordeste;22
196;Iran;iran@hotmail.com;11;997000000;Amapá;Norte;16
197;Yann;yann@gmail.com;21;994800000;Mato Grosso do Sul;Centro-Oeste;50
198;Gilzicaren;gilzicaren@gmail.com;35;999000000;Mato Grosso;Centro-Oeste;51
199;Robert;robert@hotmail.com;11;988500000;Pernambuco;Nordeste;26
200;Deigo;deigo@gmail.com;11;997100000;Tocantins;Norte;17
201;Waldney;waldney@gmail.com;18;981000000;Maranhão;Nordeste;21
202;Stefany;stefany@gmail.com;38;991300000;Maranhão;Nordeste;21
203;Diogo;diogo@yahoo.com.br;19;992800000;Pernambuco;Nordeste;26
204;Kátia;katia@gmail.com;11;995200000;Rio de Janeiro;Sudeste;33
205;Deyvison;deyvison@outlook.com;11;980100000;Sergipe;Nordeste;28
206;Pauliana;pauliana@hotmail.com;34;991700000;Ceará;Nordeste;23
207;Janilton;janilton@gmail.com;68;999000000;Paraíba;Nordeste;25
208;Nailza;nailza@hotmail.com;31;996800000;Maranhão;Nordeste;21
209;Sara;sara@gmail.com;21;974500000;Pará;Norte;15
210;Gilvanildo;gilvanildo@outlook.com;13;988400000;Espírito Santo;Sudeste;32
211;Paloma;paloma@gmail.com;21;993000000;Tocantins;Norte;17
212;Carla;carla@gmail.com;21;992000000;Amazonas;Norte;13
213;Euller;euller@hotmail.com;11;974000000;Rio de Janeiro;Sudeste;33
214;Aryane;aryane@gmail.com;48;991100000;Pernambuco;Nordeste;26
215;Natielli;natielli@gmail.com;16;997000000;Tocantins;Norte;17
216;Yago;yago@gmail.com;16;992900000;Bahia;Nordeste;29
217;Aderson;aderson@gmail.com;13;996100000;Mato Grosso;Centro-Oeste;51
218;Sorriso;sorriso@outlook.com;88;992000000;Sergipe;Nordeste;28
219;Denilvaldo;denilvaldo@gmail.com;61;992400000;Minas Gerais;Sudeste;31
220;Jaíne;jaine@gmail.com;16;993300000;Pernambuco;Nordeste;26
221;Nicollas;nicollas@yahoo.com.br;11;994000000;Sergipe;Nordeste;28
222;Joeber;joeber@gmail.com;61;998200000;Distrito Federal;Centro-Oeste;53
223;Ially;ially@hotmail.com;37;999100000;Espírito Santo;Sudeste;32
224;Ueberton;ueberton@gmail.com;21;994200000;Goiás;Centro-Oeste;52
225;Juraci;juraci@gmail.com;11;999900000;Pernambuco;Nordeste;26
226;Ivair;ivair@gmail.com;19;993300000;Paraíba;Nordeste;25
227;Maerlo;maerlo@gmail.com;92;993600000;Rondônia;Norte;11
228;Izabel;izabel@gmail.com;11;953400000;Acre;Norte;12
229;Elielcio;elielcio@yahoo.com;16;997700000;Rio de Janeiro;Sudeste;33
230;Welton;welton@gmail.com;79;991500000;São Paulo;Sudeste;35
231;Nelia;nelia@hotmail.com;31;999900000;Sergipe;Nordeste;28
232;Camile;camile@gmail.com;24;998400000;Pernambuco;Nordeste;26
233;Celso;celso@gmail.com;16;997000000;Distrito Federal;Centro-Oeste;53
234;Júlia;júlia@hotmail.com;11;952400000;Rio de Janeiro;Sudeste;33
235;Gervasio;gervasio@yahoo.com.br;65;992500000;Rio Grande do Norte;Nordeste;24
236;Danubens;danubens@hotmail.com;11;984200000;Amazonas;Norte;13
237;Raissa;raissa@hotmail.com;11;996000000;Paraná;Sul;41
238;Marilda;marilda@gmail.com;19;997500000;Minas Gerais;Sudeste;31
239;Weberth;weberth@gmail.com;31;991000000;Piauí;Nordeste;22
240;Clarice;clarice@gmail.com;37;991200000;São Paulo;Sudeste;35
241;Dema;dema@gmail.com;22;988000000;Piauí;Nordeste;22
242;Roque;roque@hotmail.com;11;941600000;Rio de Janeiro;Sudeste;33
243;Dauster;dauster@gmail.com;69;992500000;Mato Grosso;Centro-Oeste;51
244;Joseilson;joseilson@hotmail.com;94;999300000;Amazonas;Norte;13
245;Rainier;rainier@gmail.com;11;960700000;Acre;Norte;12
246;Naibhy;naibhy@gmail.com;84;994500000;Maranhão;Nordeste;21
247;Adamilton;adamilton@gmail.com;21;969600000;Rio Grande do Norte;Nordeste;24
248;Samantha;samantha@hotmail.com;15;991000000;Rio Grande do Norte;Nordeste;24
249;Reinaldo;reinaldo@gmail.com;21;983100000;Distrito Federal;Centro-Oeste;53
250;Samille;samille@gmail.com;71;986700000;Pará;Norte;15
251;Andley;andley@hotmail.com;71;996000000;Roraima;Norte;14
252;Lais;lais@hotmail.com;11;999000000;Amazonas;Norte;13
253;Rodolfo;rodolfo@gmail.com;65;992100000;Ceará;Nordeste;23
254;Jakeline;jakeline@gmail.com;11;965900000;Amazonas;Norte;13
255;Zoir;zoir@hotmail.com;35;998200000;Mato Grosso do Sul;Centro-Oeste;50
256;Rodney;rodney@gmail.com;13;988300000;Espírito Santo;Sudeste;32
257;Adriel;adriel@gmail.com;81;987000000;Ceará;Nordeste;23
258;Lurian;lurian@hotmail.com;21;979800000;Espírito Santo;Sudeste;32
259;Sirlene;sirlene@gmail.com;11;999800000;Goiás;Centro-Oeste;52
260;Grazzyele;grazzyele@hotmail.com;62;981900000;Paraíba;Nordeste;25
261;Thais;thais@gmail.com;11;996000000;Ceará;Nordeste;23
262;Regina;regina@gmail.com;11;981700000;Piauí;Nordeste;22
263;Monaliza;monaliza@hotmail.com;11;962700000;Roraima;Norte;14
264;Sulamitha;sulamitha@gmail.com;21;964000000;Acre;Norte;12
265;Enzo;enzo@hotmail.com;49;991500000;Roraima;Norte;14
266;Willian;willian@hotmail.com;47;988300000;Alagoas;Nordeste;27
267;Kammy;kammy@hotmail.com;65;999000000;Amapá;Norte;16
268;Stephany;stephany@gmail.com;31;993200000;Maranhão;Nordeste;21
269;Adeilton;adeilton@hotmail.com;81;996200000;Paraíba;Nordeste;25
270;Bárbara;barbara@gmail.com;51;993500000;Rio de Janeiro;Sudeste;33
271;Maruza;maruza@gmail.com;17;991300000;Distrito Federal;Centro-Oeste;53
272;Luca;luca@hotmail.com;12;997800000;Paraíba;Nordeste;25
273;Jânio;janio@gmail.com;27;997700000;Paraná;Sul;41
274;Kerley;kerley@yahoo.com.br;31;986300000;Rio de Janeiro;Sudeste;33
275;Milena;milena@hotmail.com;27;999300000;Espírito Santo;Sudeste;32
276;Janaína;janaina@hotmail.com;42;998300000;Piauí;Nordeste;22
277;Murillo;murillo@gmail.com;15;991900000;Mato Grosso do Sul;Centro-Oeste;50
278;Erineuda;erineuda@gmail.com;21;996200000;Amapá;Norte;16
279;Martiniano;martiniano@yahoo.com.br;94;991800000;Rondônia;Norte;11
280;Alleyster;alleyster@gmail.com;19;986000000;Piauí;Nordeste;22
281;Ediana;ediana@gmail.com;11;954800000;Paraná;Sul;41
282;Jesse;jesse@gmail.com;21;968500000;Goiás;Centro-Oeste;52
283;Shelley;shelley@gmail.com;41;992500000;Mato Grosso;Centro-Oeste;51
284;Aercio;aercio@gmail.com;43;999000000;Roraima;Norte;14
285;Anderson;anderson@gmail.com;35;991900000;Mato Grosso do Sul;Centro-Oeste;50
286;Eliezer;eliezer@gmail.com;11;951700000;Amapá;Norte;16
287;Lyvia;lyvia@gmail.com;92;988400000;Rio de Janeiro;Sudeste;33
288;Shelide;shelide@yahoo.com.br;14;982200000;Acre;Norte;12
289;Sirdilei;sirdilei@hotmail.com;41;999400000;Rio Grande do Norte;Nordeste;24
290;Marciel;marciel@gmail.com;11;959900000;Distrito Federal;Centro-Oeste;53
291;Elisa;elisa@hotmail.com;61;992200000;Pernambuco;Nordeste;26
292;Savio;savio@hotmail.com;69;992500000;Minas Gerais;Sudeste;31
293;Donato;donato@gmail.com;21;992100000;Rio Grande do Norte;Nordeste;24
294;Romildo;romildo@gmail.com;11;979600000;Amazonas;Norte;13
295;Dayvid;dayvid@hotmail.com;27;998000000;Rio Grande do Norte;Nordeste;24
296;Mirya;mirya@hotmail.com;14;996800000;Santa Catarina;Sul;42
297;Reginaldo;reginaldo@yahoo.com.br;21;982700000;Rio Grande do Norte;Nordeste;24
298;Flavio;flavio@gmail.com;24;999100000;Paraná;Sul;41
299;Roger;roger@hotmail.com;96;981000000;Acre;Norte;12
300;Vantuir;vantuir@gmail.com;81;996600000;Ceará;Nordeste;23
301;Ediane;ediane@gmail.com;91;992900000;Acre;Norte;12
302;Jomar;jomar@hotmail.com;51;982600000;Roraima;Norte;14
303;Francimar;francimar@hotmail.com;92;991700000;Espírito Santo;Sudeste;32
304;Alana;alana@yahoo.com.br;65;999200000;Alagoas;Nordeste;27
305;Agda;agda@gmail.com;11;997900000;Santa Catarina;Sul;42
306;Lívia;livia@yahoo.com.br;21;980900000;Ceará;Nordeste;23
307;Patricia;patricia@gmail.com;21;995300000;Pará;Norte;15
308;Italo;italo@gmail.com;98;991500000;Roraima;Norte;14
309;Hanna;hanna@gmail.com;21;998100000;Rio Grande do Sul;Sul;43
310;Iasmin;iasmin@gmail.com;64;999100000;Goiás;Centro-Oeste;52
311;Leonilton;leonilton@hotmail.com;71;988700000;Amazonas;Norte;13
312;Tamara;tamara@gmail.com;21;979600000;Tocantins;Norte;17
313;Ademar;ademar@gmail.com;61;984300000;Rio Grande do Sul;Sul;43
314;Dênis;denis@hotmail.com;96;999100000;Sergipe;Nordeste;28
315;Iranildo;iranildo@hotmail.com;71;981300000;Santa Catarina;Sul;42
316;Dânton;danton@hotmail.com;81;997800000;Amapá;Norte;16
317;Joelma;joelma@hotmail.com;11;997500000;Ceará;Nordeste;23
318;Iana;iana@gmail.com;32;999300000;Distrito Federal;Centro-Oeste;53
319;Marly;marly@hotmail.com;81;982300000;Mato Grosso;Centro-Oeste;51
320;Helder;helder@gmail.com;73;991800000;Mato Grosso do Sul;Centro-Oeste;50
321;Nathanael;nathanael@hotmail.com;41;996200000;Mato Grosso do Sul;Centro-Oeste;50
322;Ângela;angela@gmail.com;92;992600000;Piauí;Nordeste;22
323;Haylana;haylana@gmail.com;62;981100000;Amapá;Norte;16
324;Loiseli;loiseli@gmail.com;62;985600000;Mato Grosso;Centro-Oeste;51
325;Thayanne;thayanne@gmail.com;21;994100000;Tocantins;Norte;17
326;Affonso;affonso@hotmail.com;92;984100000;Alagoas;Nordeste;27
327;Diego;diego@gmail.com;11;968200000;Pernambuco;Nordeste;26
328;Márcia;marcia@yahoo.com.br;31;997800000;Espírito Santo;Sudeste;32
329;Jerônimo;jeronimo@gmail.com;48;998200000;Alagoas;Nordeste;27
330;Adir;adir@gmail.com;42;981100000;Acre;Norte;12
331;Melise;melise@hotmail.com;11;941400000;Rio Grande do Sul;Sul;43
332;Leide;leide@hotmail.com;21;965400000;Roraima;Norte;14
333;Fabiana;fabiana@gmail.com;12;996000000;Santa Catarina;Sul;42
334;Girlei;girlei@gmail.com;31;997700000;São Paulo;Sudeste;35
335;Deivison;deivison@gmail.com;61;984600000;Santa Catarina;Sul;42
336;Solange;solange@gmail.com;11;969100000;Paraíba;Nordeste;25
337;Ronan;ronan@gmail.com;11;963000000;Bahia;Nordeste;29
338;Jessica;jessica@gmail.com;41;996500000;Tocantins;Norte;17
339;Tuane;tuane@hotmail.com;31;975300000;Sergipe;Nordeste;28
340;Jonab;jonab@gmail.com;85;997000000;Paraíba;Nordeste;25
341;Christiana;christiana@yahoo.com.br;21;981200000;Amapá;Norte;16
342;Eneias;eneias@gmail.com;34;991300000;Roraima;Norte;14
343;Sadrak;sadrak@gmail.com;11;973700000;Sergipe;Nordeste;28
344;Francilene;francilene@gmail.com;21;982100000;Pará;Norte;15
345;Giordano;giordano@hotmail.com;31;996200000;Roraima;Norte;14
346;Humberto;humberto@gmail.com;51;991100000;Santa Catarina;Sul;42
347;Qelita;qelita@outlook.com;11;971300000;Paraná;Sul;41
348;Daiani;daiani@gmail.com;22;997400000;Rio de Janeiro;Sudeste;33
349;Magno;magno@gmail.com;94;999600000;Rio Grande do Norte;Nordeste;24
350;Kelly;kelly@hotmail.com;11;975300000;Amazonas;Norte;13
351;Maicon;maicon@hotmail.com;34;984000000;Sergipe;Nordeste;28
352;Pollyne;pollyne@gmail.com;35;998700000;Pará;Norte;15
353;Josiani;josiani@gmail.com;47;997200000;Distrito Federal;Centro-Oeste;53
354;Iran-Marê;iran-mare@gmail.com;11;996900000;Rondônia;Norte;11
355;Sumaia;sumaia@hotmail.com;98;988900000;Pará;Norte;15
356;Kecio;kecio@hotmail.com;86;994900000;Rio Grande do Norte;Nordeste;24
357;Alfero;alfero@uol.com.br;19;998300000;Mato Grosso do Sul;Centro-Oeste;50
358;Wlahilma;wlahilma@gmail.com;85;987400000;Mato Grosso;Centro-Oeste;51
359;Agatha;agatha@hotmail.com;63;992100000;Pernambuco;Nordeste;26
360;Hugo;hugo@gmail.com;21;997800000;Roraima;Norte;14
361;Caciano;caciano@gmail.com;91;992800000;Paraíba;Nordeste;25
362;Maicol;maicol@hotmail.com;51;998800000;Ceará;Nordeste;23
363;Renan;renan@gmail.com;19;981800000;Minas Gerais;Sudeste;31
